time,id,data,label,type
1536574516.523768,249,95138542128201728,0,Normal
1536574142.218738,810,795480698322295774,0,Normal
1536574994.625707,197,6014843691106181229,1,Replay
1508687463.677971,710,281474976710640,0,Normal
1536574457.922323,201,9235849350641356819,0,Normal
1536574826.304915,249,141018963332038656,0,Normal
1536574047.137194,193,13906799371170473231,0,Normal
1536575271.87812,419,9223372036854775808,1,DoS
1536574282.784678,479,9302185030333759488,0,Normal
1536575253.90344,481,7360,1,DoS
1536574228.349062,389,7167,0,Normal
1536575020.950554,961,533103710285332480,1,Fuzzing
1536574720.920332,241,68427423154176,0,Normal
1536575150.60084,456,14123006960751950846,1,DoS
1536575079.101269,309,72068772110930471,1,Fuzzing
1536574544.038131,417,71749314084864,0,Normal
1536575052.60749,313,0,1,Fuzzing
1536574338.89538,528,0,0,Normal
1536574933.947742,647,4390912,1,Replay
1536574942.16793,209,54044294989806848,1,Replay
1536574321.645961,249,141018963332038656,0,Normal
1536574794.267467,451,477388849046093826,0,Normal
1536575212.29459,1300,3480229472786268464,1,Fuzzing
1536575307.558964,1001,173301930433585,1,Fuzzing
1536574688.697909,1105,0,0,Normal
1536575341.297286,485,6629933550734934347,1,DoS
1536574989.746442,211,3251843023331397634,1,DoS
1536574042.798714,969,506092008125759488,0,Normal
1536574845.092145,201,9233346806341963777,0,Normal
1536575291.065708,249,0,1,DoS
1536575221.42598,193,2387987476239464248,1,Replay
1536574643.616119,647,0,0,Normal
1536575112.521791,532,2199593624607,1,Fuzzing
1536573973.055175,479,9590415406485471232,0,Normal
1536574536.035631,456,287948901175016449,0,Normal
1536574984.436021,209,36029621619195392,1,Fuzzing
1536573986.270976,532,6624483175477,0,Normal
1536574658.439848,197,1322722064153175158,0,Normal
1508687516.93786,578,1099243061261,1,Replay
1536574432.699773,209,36029621619195392,0,Normal
1508687541.218568,668,2240292320693977087,1,DoS
1508687484.157931,1380,8848,1,DoS
1508687505.859222,532,64510,1,Replay
1536574621.17185,389,7121,0,Normal
1536575314.844121,499,4226048,1,Fuzzing
1536574131.363867,455,824600166463,0,Normal
1508687453.225158,144,0,0,Normal
1536575066.624725,452,7882075109287003133,1,Replay
1536575284.035005,840,1946186779,1,DoS
1536574136.730422,241,94828587122688,0,Normal
1536574980.09837,562,0,1,Fuzzing
1536575172.319716,508,18242959536360608281,1,Fuzzing
1536574968.245385,249,0,1,Fuzzing
1536575026.749718,723,217580156997337088,1,Replay
1536575263.458242,979,52389531650774016,1,DoS
1536575324.774258,241,24416893272064,1,Fuzzing
1536575100.385494,249,268527127781965824,1,Fuzzing
1536575326.490579,211,3164814534015717376,1,Fuzzing
1536575131.353482,1005,255,1,Fuzzing
1536574853.844899,452,27797492196179968,0,Normal
1536575122.461198,209,18014948248583936,1,Replay
1536574518.02329,201,9230384778237186048,0,Normal
1536575239.628766,386,12154653543831175168,1,Replay
1536574873.705089,211,3169917341710422018,0,Normal
1536575266.503656,453,3158197429014234622,1,Replay
1536575079.424539,419,9223372036854775808,1,DoS
1536573968.613625,564,0,0,Normal
1536574141.91825,249,0,0,Normal
1536574541.163706,453,3211114570044803017,0,Normal
1536575233.167543,562,0,1,Fuzzing
1536574634.371969,562,0,0,Normal
1536575104.347983,485,6701078480345367226,1,Fuzzing
1536575084.949188,419,9223372036854775808,1,Fuzzing
1536574127.317456,1105,0,0,Normal
1536575279.474988,481,7360,1,Replay
1536575196.518962,241,37580968034304,1,DoS
1536575314.303877,352,767921008131,1,Replay
1536574861.467467,211,3261373633607503883,0,Normal
1508687446.998407,1580,0,0,Normal
1536575051.622481,417,71745019117568,1,Fuzzing
1536575202.187158,193,16176211643677761412,1,Replay
1536574279.984455,452,5360059717357929982,0,Normal
1536575333.340782,485,6635361842560500309,1,Replay
1536574919.510608,499,8436736,0,Normal
1536574311.774639,485,6699695157597438654,0,Normal
1508687529.982029,1116,0,1,DoS
1536574466.537435,453,3170582418161795576,0,Normal
1536574811.35529,840,27,0,Normal
1536574334.820924,249,95138542128201728,0,Normal
1536574664.615127,810,795629832471696309,0,Normal
1536574931.749864,842,14244074267,0,Normal
1536574503.139763,479,9302185030333759488,0,Normal
1536574741.569902,501,16285086686143054110,0,Normal
1536575092.242004,455,63,1,DoS
1536575293.765418,249,0,1,Replay
1508687353.333403,850,1543503872,0,Normal
1536575112.661436,455,549739036735,1,Fuzzing
1536575144.325493,452,7882075628978045949,1,Replay
1536575073.33524,386,12154653543831175168,1,Fuzzing
1508687447.636873,852,1733885856537640960,0,Normal
1536575303.379222,452,2838043526564939775,1,Fuzzing
1536575122.298621,211,3287101062967726100,1,DoS
1508687488.196532,198,9079116113438619333,1,DoS
1536574615.371775,197,16247190920691863888,0,Normal
1536574696.919049,761,845554640749831,0,Normal
1536575322.954432,844,17334073490772328456,1,DoS
1536574882.944015,417,71745019127040,0,Normal
1536575328.865301,201,9516016982256783361,1,DoS
1536574809.796391,753,840802812096,0,Normal
1536574599.703163,456,14123006960751950846,0,Normal
1536574879.992971,211,3183676600759619586,0,Normal
1536574941.768624,528,67109374,1,Replay
1536574137.653507,456,287948901175016449,0,Normal
1536575154.529451,389,7165,1,Fuzzing
1536575236.446998,761,16608123271774208,1,Fuzzing
1536574410.212042,456,4899634923897306112,0,Normal
1536575241.85661,456,4899634923897306112,1,Fuzzing
1508687534.410156,394,3801071099639496704,1,Fuzzing
1536574996.182848,211,3173284072352911363,1,Replay
1536575129.357072,810,795478954565574700,1,Replay
1508687514.796016,0,0,1,DoS
1536575040.077489,1233,69276278194176,1,DoS
1536575158.561605,211,3186241791250665474,1,DoS
1536575274.385334,489,1145040265645916160,1,Fuzzing
1536574183.502406,485,6629307653740822736,0,Normal
1536574191.200211,1221,0,0,Normal
1536574948.417148,193,9241082280817129556,1,Fuzzing
1536574126.956783,419,9223372036854775808,0,Normal
1536574099.40438,201,9515352890118574080,0,Normal
1508687524.468025,695,3774873089,1,Replay
1536575290.378595,451,476825903387639810,1,Fuzzing
1508687510.019768,1649,2,1,Replay
1536574823.25497,241,57178903805952,0,Normal
1536575133.649766,197,13925114017971179589,1,DoS
1536574071.234203,723,217580156997337088,0,Normal
1508687425.85561,710,281474976710640,0,Normal
1536575306.234253,840,27,1,Replay
1536574902.055797,211,3151558796061511681,0,Normal
1536575035.686249,241,57178903805952,1,Replay
1536574060.180275,419,9223372036854775808,0,Normal
1536574769.778907,481,202960,0,Normal
1536574871.974335,485,6701318243774104299,0,Normal
1536575323.928389,249,0,1,Fuzzing
1508687554.121374,394,4053282024486862848,1,Fuzzing
1536574298.837677,647,4390912,0,Normal
1536575140.462944,810,795496413607628951,1,Fuzzing
1536575243.225961,389,6146,1,Fuzzing
1508687319.372123,668,1171516758788407295,0,Normal
1536574725.007751,489,5758978083895902208,0,Normal
1536575058.992602,193,16397339490949303565,1,Replay
1536575155.665507,1105,0,1,Fuzzing
1508687507.078959,0,0,1,DoS
1536574842.169742,647,8519680,0,Normal
1536574401.236891,452,27799051271078373,0,Normal
1536574394.734772,249,95138542128201728,0,Normal
1536574770.965304,209,36029621619195392,0,Normal
1536574137.48588,381,37539138174976,0,Normal
1536575039.828496,241,30790624739328,1,DoS
1508687537.758015,198,9216194427096706788,1,Fuzzing
1536575025.322821,452,7882078055637648334,1,Fuzzing
1536575144.799183,193,8288135484086175644,1,DoS
1536574075.334976,985,515,0,Normal
1536574997.089833,0,0,1,DoS
1536574521.796261,389,7157,0,Normal
1536574645.881346,844,16261090918272466980,0,Normal
1536574652.08001,197,15103189679562552056,0,Normal
1536575268.457587,564,0,1,DoS
1536574929.580653,485,6629372662365815083,0,Normal
1536574978.269005,564,0,1,Fuzzing
1536574436.565256,1263,2159332797,0,Normal
1508687363.819386,914,5582856,0,Normal
1508687451.06636,695,3774873089,0,Normal
1536574876.173142,647,8519680,0,Normal
1536575160.089958,840,13572987931,1,Fuzzing
1536574591.575079,211,3215853864498499584,0,Normal
1536574906.346781,501,16375088309946286406,0,Normal
1536574384.54266,456,9511320942324628479,0,Normal
1536573976.903197,201,9516057677071912962,0,Normal
1536574487.830015,866,0,0,Normal
1536574951.696618,479,9302185030333759488,1,DoS
1536573999.697053,241,43980469305344,0,Normal
1536575257.327192,417,71745019117568,1,Replay
1536574909.220695,485,6629330811617280465,0,Normal
1536575197.052503,451,476825890501689347,1,Fuzzing
1536574920.529511,455,824600166463,0,Normal
1536575191.637982,201,9228719017886224386,1,Fuzzing
1536575071.174443,451,477388853341061122,1,Replay
1508687410.792894,502,2170878190984167422,0,Normal
1536575053.809198,485,6700093250969010832,1,Fuzzing
1536574259.911197,647,0,0,Normal
1508687555.654523,416,240,1,Fuzzing
1536575308.003006,193,9249188053409558218,1,Fuzzing
1536575300.076217,753,1069328956408,1,Fuzzing
1536575226.957216,455,63,1,Fuzzing
1536575298.558922,1011,211244686456283,1,Fuzzing
1536575218.054955,977,74942712549223999,1,Fuzzing
1536575082.554542,1001,173731427163340,1,Replay
1536573968.902003,562,0,0,Normal
1536575306.180424,647,8519680,1,Fuzzing
1536574225.28284,451,479359199653920769,0,Normal
1536574637.366563,479,9302185030333759488,0,Normal
1536575290.866962,241,11209868836864,1,DoS
1536575144.15046,417,71749314084864,1,Replay
1536574064.496741,241,108027021623296,0,Normal
1536575103.809994,201,9229893271306637315,1,Fuzzing
1536575056.148875,419,9223372036854775808,1,Fuzzing
1508687524.317283,198,9130346191287529113,1,Fuzzing
1536574236.259688,456,4899634923897306112,0,Normal
1536574930.358125,193,16350823586370222433,0,Normal
1536574408.677815,485,6629415680775029107,0,Normal
1536575155.49051,499,15360,1,Fuzzing
1536575047.676763,1907,43980465111040,1,DoS
1508687541.915541,536,148,1,Replay
1536574247.498211,209,18014948248583936,0,Normal
1536575128.880446,209,54044294989806848,1,Replay
1536575239.107042,528,33554943,1,Replay
1536574049.807517,455,63,0,Normal
1536574119.774253,456,287948901175016449,0,Normal
1536574760.785059,193,9336179808172669781,0,Normal
1536575056.073214,209,36029621619195392,1,DoS
1536575194.869695,485,6629417742342553940,1,Fuzzing
1508687532.128885,1513,15762598697369602,1,Fuzzing
1536575341.322606,241,68431785230336,1,Fuzzing
1536574803.045437,452,27797359052193792,0,Normal
1508687558.308167,302,14375496057628917504,1,DoS
1536574226.68233,417,71744952008704,0,Normal
1536574118.404493,456,14123006960751950846,0,Normal
1536574967.482251,211,3172579285131137024,1,Fuzzing
1536575341.905467,481,7360,1,Fuzzing
1536574529.366221,455,1099461296191,0,Normal
1536574617.563629,417,71749314084864,0,Normal
1536575051.243696,455,824600166463,1,DoS
1536575284.826757,201,9227239062199341056,1,Replay
1508687518.282567,1196,128,1,Fuzzing
1536574978.099341,842,27,1,DoS
1536574950.868376,528,0,1,DoS
1536574794.874129,197,1350122056058957840,0,Normal
1536575301.214664,201,9515375966977789952,1,Replay
1536575155.826277,485,6631107417272746293,1,Replay
1536574574.69514,508,18343726182148604566,0,Normal
1508687477.361224,532,64510,1,DoS
1536575047.296541,289,0,1,Fuzzing
1536574908.031626,249,95138542128201728,0,Normal
1536575043.174628,479,9302185030333759488,1,Fuzzing
1536575108.233721,241,43984764272640,1,Replay
1536575222.017508,532,6598713764917,1,Replay
1508687371.853951,668,2040724337413062655,0,Normal
1536574841.153043,840,28521700635,0,Normal
1536574952.847841,455,824600166463,1,Fuzzing
1536574786.618477,479,9302185030333759488,0,Normal
1536574638.000692,193,10468151263584850550,0,Normal
1536575042.307145,1105,0,1,Replay
1536573974.504337,419,9223372036854775808,0,Normal
1536574889.482127,532,0,0,Normal
1536574032.818654,489,7881359477440512,0,Normal
1536574606.621006,485,6697106905581486880,0,Normal
1536574982.59595,197,7070809470347885132,1,Fuzzing
1536575300.406432,562,0,1,DoS
1536574800.646725,386,12154653543831175168,0,Normal
1536574282.527581,562,0,0,Normal
1536574032.36617,211,3164447297132040192,0,Normal
1508687355.434721,1379,14336,0,Normal
1536575058.823402,419,9223372036854775808,1,Fuzzing
1536575156.968706,193,9494126352141438529,1,Fuzzing
1536575067.101472,1005,255,1,Replay
1536574301.895733,197,1391896480966753848,0,Normal
1536574913.521854,844,16847403384955404332,0,Normal
1536575045.975027,479,9302185030333759488,1,Fuzzing
1536574741.621337,241,4299161600,0,Normal
1536575243.075312,193,12803134694440617021,1,Fuzzing
1508687312.111632,578,1099243061261,0,Normal
1536574963.157034,193,2328837567800524703,1,DoS
1536575192.08121,1259,13841423274125477082,1,DoS
1536574023.727966,193,12962187821759917100,0,Normal
1536574990.485908,209,54044294989806848,1,Fuzzing
1536574341.296599,564,0,0,Normal
1536575152.066213,241,57178903805952,1,Fuzzing
1536575112.435691,211,3158451660225777666,1,Replay
1536575205.893902,241,57178903805952,1,Replay
1536574292.606356,456,287948901175016449,0,Normal
1536575235.44244,485,6699420280277697254,1,DoS
1508687540.05074,1272,6057395374866562816,1,Replay
1536575303.515633,249,0,1,Replay
1536575151.870354,532,0,1,Fuzzing
1536574836.714919,866,0,0,Normal
1536574714.32793,389,6187,0,Normal
1536575250.376139,485,6696358411346379344,1,Fuzzing
1536574514.312825,481,7360,0,Normal
1508687444.743659,529,22011229276995584,0,Normal
1536575286.733864,193,6030099268904592447,1,Replay
1536574080.996969,761,2815892362625034,0,Normal
1536574398.242116,456,287948901175016449,0,Normal
1536574297.257192,201,9230780589152407552,0,Normal
1536575023.058317,211,3186725576752762888,1,Fuzzing
1508687539.981185,914,405504,1,Fuzzing
1536575071.72419,451,476825890500640768,1,Fuzzing
1536575075.810147,485,6700401250959098527,1,Fuzzing
1536575029.522028,417,71745237235456,1,Fuzzing
1536574130.736566,961,533103710285332480,0,Normal
1536574368.078114,497,12540836112500785266,0,Normal
1536575212.0547,723,217580156997337088,1,Fuzzing
1508687547.768071,302,14375492758825598720,1,Fuzzing
1536574927.092158,481,7360,0,Normal
1536575228.051247,249,141018963332038656,1,Replay
1536574610.071799,193,160313768939700859,0,Normal
1536574992.915798,209,36029621619195392,1,Replay
1536574492.289763,479,9302185030333759488,0,Normal
1536575046.925925,647,0,1,DoS
1536575298.558372,979,51545106183836672,1,Fuzzing
1508687496.986634,144,0,1,DoS
1536574445.561031,417,71749314084864,0,Normal
1536574686.490963,451,479077716087275521,0,Normal
1508687312.167004,390,7177853017392426,0,Normal
1536575339.855615,452,27797359052193792,1,Fuzzing
1508687366.870432,394,4125339619229433856,0,Normal
1536575154.576045,453,3178744964902946794,1,Replay
1536574884.511155,761,18859953150230535,0,Normal
1536575197.417106,193,10642121119360264464,1,DoS
1536575255.166569,532,4407743498282,1,Fuzzing
1536574964.427471,455,549739036735,1,Replay
1536575181.198611,456,14123006960751950846,1,Fuzzing
1536575107.463212,241,30790624739328,1,Fuzzing
1536574078.850427,485,6701033057895318148,0,Normal
1536575154.30909,193,11687229519838526923,1,Fuzzing
1536575153.302972,500,0,1,DoS
1508687336.270573,710,281474976710640,0,Normal
1536575281.356757,707,520735892395016960,1,Fuzzing
1536575119.136108,211,3170824464573206528,1,Fuzzing
1536575295.714765,456,14123006960751950846,1,Replay
1536574347.586454,352,767921008131,0,Normal
1508687549.681723,502,2170875914651500542,1,Fuzzing
1536574638.226108,249,141018963332038656,0,Normal
1536574399.861204,197,7004154597265338144,0,Normal
1536574154.093877,456,287948901175016449,0,Normal
1508687538.678837,852,1110981733076959232,1,DoS
1536575050.996843,311,1729838786747836424,1,Fuzzing
1536575295.129286,241,37559493197824,1,DoS
1536575122.62073,455,1099461296191,1,DoS
1508687339.522699,695,3774873089,0,Normal
1536574475.867831,193,12695468699062900513,0,Normal
1536574510.07603,197,9367544970809105154,0,Normal
1536575182.314241,481,202960,1,DoS
1536574595.152822,209,0,0,Normal
1536574410.934677,201,9231985611718529025,0,Normal
1536574982.057383,562,0,1,Fuzzing
1508687550.882132,535,18034224548353536,1,Fuzzing
1536574276.186506,193,6974338256754871629,0,Normal
1536574105.742065,201,9235155533034426374,0,Normal
1536574628.450986,249,141018963332038656,0,Normal
1536575308.623183,209,36029621619195392,1,Fuzzing
1536575220.596874,455,824600166463,1,Fuzzing
1536574370.562039,1105,0,0,Normal
1536574752.13446,1105,0,0,Normal
1536575128.9775,485,6701072983659643880,1,Fuzzing
1536575039.958451,201,9231937262499926019,1,Replay
1536574966.148493,453,3172271392597213184,1,DoS
1536575125.426796,501,16285016317398876449,1,Replay
1536574437.634767,201,9230932278807433218,0,Normal
1536574760.069775,485,6632425731278241999,0,Normal
1536574948.80705,249,0,1,Fuzzing
1536575246.679558,499,8436736,1,DoS
1536574899.9479,1105,0,0,Normal
1536575111.399072,419,9223372036854775808,1,Replay
1536574713.128849,485,6629338371095265740,0,Normal
1536575209.197569,456,14123006960751950846,1,Fuzzing
1536575204.395663,485,6701042334773019628,1,Fuzzing
1536575269.875177,456,14123006960751950846,1,Replay
1536575010.007998,866,0,1,DoS
1536575096.99302,499,12647424,1,Fuzzing
1536574427.863029,562,0,0,Normal
1536575007.624026,647,0,1,Fuzzing
1536574426.840109,197,4884460833442021777,0,Normal
1536574948.220607,451,477670324020707328,1,Replay
1536574994.435378,197,11757236094139383591,1,Fuzzing
1536574603.122379,197,1401988134765627200,0,Normal
1536575088.431837,197,7177913022521560336,1,Fuzzing
1536575184.057625,481,69872,1,Fuzzing
1536575249.470929,499,12647424,1,Fuzzing
1536575155.550469,249,268527127781965824,1,DoS
1536574233.236224,961,533103710285332480,0,Normal
1536574132.16807,249,0,0,Normal
1536574016.533327,723,217580156997337088,0,Normal
1536574509.009592,499,8436736,0,Normal
1536574775.056647,1249,5136126922219467576,0,Normal
1536574041.560563,1261,45076837472272186,0,Normal
1536574613.542668,456,14123006960751950846,0,Normal
1536574118.57614,485,6629304492644892909,0,Normal
1536574942.787921,209,18014948248583936,1,Fuzzing
1536574794.093863,193,8192242065991749457,0,Normal
1508687506.783761,1503,132,1,Replay
1508687353.072688,198,9165247928758478387,0,Normal
1536574938.071727,500,0,1,Replay
1536575036.73619,485,6629330880974291208,1,DoS
1536575175.876482,453,3170301037696059391,1,Fuzzing
1536575029.106951,866,0,1,Fuzzing
1508687353.775242,1272,6057395374866562816,0,Normal
1536574765.269308,500,0,0,Normal
1536575278.128549,451,472885232236756992,1,Fuzzing
1536575100.101193,197,1430264760632766662,1,Fuzzing
1536575343.052717,844,16178618715670052864,1,Fuzzing
1536575222.099234,866,0,1,Replay
1536575085.844928,381,37539138174976,1,Fuzzing
1536574729.799665,753,840802812096,0,Normal
1508687507.35854,394,3341670952298872832,1,Replay
1536574466.105933,810,795629402974959143,0,Normal
1536574679.6944,707,522987696503692288,0,Normal
1536574086.059206,501,17077649851816083744,0,Normal
1536574043.71408,241,30786329772032,0,Normal
1508687479.549147,1608,18446727026925567006,1,DoS
1508687306.385401,1623,0,0,Normal
1536574664.252439,386,12154653543831175168,0,Normal
1536574862.070288,352,767921008131,0,Normal
1536574310.437474,647,4390912,0,Normal
1536575323.830579,501,17095664250862436855,1,DoS
1536575037.373096,452,2838046060595644415,1,Fuzzing
1536574950.871327,453,3172552871869024255,1,DoS
1536574450.412632,485,6699915129380668099,0,Normal
1508687346.373,578,1099243061261,0,Normal
1536575064.831194,241,11252818509824,1,Replay
1536574779.918359,500,0,0,Normal
1536574344.31417,455,824600166463,0,Normal
1508687408.354183,198,9300636791260886733,0,Normal
1536575131.761214,456,14123006960751950846,1,Fuzzing
1536574594.839567,451,470914868746125315,0,Normal
1536574337.204127,209,0,0,Normal
1536575290.914892,211,3177149929197998080,1,Replay
1536574942.919529,211,3161155346433576961,1,Replay
1536574821.802702,193,2441988173072621946,0,Normal
1536574104.856266,417,71745019525888,0,Normal
1536575206.144911,485,6700883867760329538,1,Fuzzing
1536574469.33931,500,0,0,Normal
1508687516.919379,1362,4,1,Replay
1536575133.352894,866,0,1,Fuzzing
1536574347.009463,419,9223372036854775808,0,Normal
1508687418.289299,1116,0,0,Normal
1536574836.404895,211,3234456476479131681,0,Normal
1536574036.027322,193,10463108856018467749,0,Normal
1508687356.132714,198,9252504699092380262,0,Normal
1536574548.475711,489,1146166165563703296,0,Normal
1536574830.542725,209,0,0,Normal
1536575243.875276,193,17445274166676296156,1,Replay
1536575156.650329,456,287948901175016449,1,DoS
1536574029.206145,452,7882075689107850233,0,Normal
1536575039.275729,508,18378063938873983760,1,DoS
1508687299.211286,578,1099243061261,0,Normal
1536575295.344129,456,9511320942324628479,1,DoS
1536575328.378518,249,0,1,Fuzzing
1536574851.196257,723,217580156997337088,0,Normal
1508687515.752479,0,0,1,DoS
1508687504.206492,302,15600443240908586752,1,Replay
1508687311.881428,198,8579496827186362578,0,Normal
1536574003.556421,500,0,0,Normal
1508687482.416285,144,0,1,Replay
1536575003.156216,0,0,1,DoS
1536574739.494271,707,515669329929358336,0,Normal
1536574617.140091,451,477107369773367299,0,Normal
1508687410.254938,668,1937984910056751103,0,Normal
1536574075.277003,562,0,0,Normal
1536575012.549782,501,16501189099512660240,1,DoS
1536574092.167657,249,0,0,Normal
1508687424.205016,695,3774873089,0,Normal
1508687349.033572,1649,2,0,Normal
1536574829.379959,249,141018963332038656,0,Normal
1536574760.669037,866,0,0,Normal
1536575333.762098,193,50527692866427824,1,Fuzzing
1536575025.644062,193,8288510859928352488,1,Fuzzing
1536575145.902897,647,12648448,1,Fuzzing
1536574888.271446,528,0,0,Normal
1536574915.27921,389,7166,0,Normal
1536574710.670339,647,8519680,0,Normal
1536575247.654377,479,9302185030333759488,1,DoS
1536575152.297691,485,6701251242015851437,1,Replay
1536574005.105211,453,3196196855814423543,0,Normal
1508687294.740498,302,14951952405980249856,0,Normal
1536574320.613288,481,202960,0,Normal
1536575337.703279,481,7360,1,Fuzzing
1536574027.848195,209,54044294989806848,0,Normal
1508687476.618469,535,10710377125904480,1,Fuzzing
1536575186.876284,452,2838043526564939775,1,Fuzzing
1536575169.158748,197,8165396205418344841,1,DoS
1536574067.437033,456,9511320942324628479,0,Normal
1536574674.908897,197,13876267873505448274,0,Normal
1536575070.254092,761,25615322526516480,1,Replay
1536575300.602327,201,9515127447285141504,1,Fuzzing
1508687513.11857,390,13577010694204458,1,Replay
1536575337.854901,564,0,1,Fuzzing
1536575169.652607,479,9302185030333759488,1,Fuzzing
1536574891.839741,197,11636526798460583881,0,Normal
1536574604.387323,241,81685987196928,0,Normal
1536575155.653288,501,16212958723360948513,1,DoS
1536574189.856864,417,71749532188672,0,Normal
1536574213.095632,241,94884421697536,0,Normal
1536574112.685419,842,20804063259,0,Normal
1536574244.009641,489,4616189678184300544,0,Normal
1536575012.284774,197,12760737065436734903,1,DoS
1536575287.314348,201,9227253342965600256,1,Replay
1508687466.006081,390,7907904843677738,0,Normal
1536574936.179517,532,4399153694762,1,Replay
1536575240.520319,485,6701101365071970788,1,Fuzzing
1536574242.418774,455,1099461296191,0,Normal
1536574010.873939,241,57178903805952,0,Normal
1536574546.953137,1300,3480229472786268464,0,Normal
1536574958.337563,456,287948901175016449,1,Replay
1536575181.109397,562,0,1,Fuzzing
1536574903.51015,456,4899634923897306112,0,Normal
1536574371.48349,562,0,0,Normal
1536574583.353397,389,7159,0,Normal
1536574998.744067,0,0,1,DoS
1536574700.501354,201,9515366071373205504,0,Normal
1536575283.066429,532,0,1,Fuzzing
1536574957.047479,209,54044294989806848,1,Fuzzing
1536574473.303116,485,6701320030396613256,0,Normal
1536574605.566526,1217,1282270532657479680,0,Normal
1536574471.057951,197,16329847019796491916,0,Normal
1536575214.207508,456,287948901175016449,1,Fuzzing
1536575233.853391,452,27797608160296960,1,Replay
1536574907.318407,211,3191651401562329089,0,Normal
1536575092.753901,961,533103710285332480,1,DoS
1536575213.127936,456,287948901175016449,1,Fuzzing
1536575208.112394,201,9230941105552363522,1,DoS
1536574140.857315,451,514544112907592450,0,Normal
1536574196.040484,193,8098586421439179288,0,Normal
1508687367.693011,198,9565503369956078178,0,Normal
1536574462.991054,723,217580156997337088,0,Normal
1508687373.150494,390,10511588118967338,0,Normal
1536574362.553679,508,18139652284268106889,0,Normal
1536574948.971027,452,2838043543744808959,1,Fuzzing
1508687488.800355,532,64510,1,Replay
1536575156.363321,499,4226048,1,Fuzzing
1536574337.998234,241,4299161600,0,Normal
1536575037.003929,197,17360850226837080163,1,Replay
1536575013.584562,193,6024640727325563667,1,Fuzzing
1536575298.956935,500,0,1,Fuzzing
1536574763.518068,499,4226048,0,Normal
1536574809.503356,197,197200551183675408,0,Normal
1508687386.651276,502,2170878186685333502,0,Normal
1508687500.250245,1642,2737625804610477824,1,Fuzzing
1536575299.173778,455,1099461296191,1,Replay
1536574118.436631,1105,0,0,Normal
1536574488.948027,201,9235087364655681573,0,Normal
1508687554.443357,710,281474976710640,1,Fuzzing
1536575212.882021,485,6701139778789704410,1,Replay
1536574291.035976,193,3510063276541931255,0,Normal
1536575197.174285,481,136416,1,Replay
1536574060.446329,193,12718675652904994056,0,Normal
1536574944.120404,419,9223372036854775808,1,DoS
1536574348.288416,723,217580156997337088,0,Normal
1536574500.940194,500,0,0,Normal
1536574824.379382,211,3223902289982918683,0,Normal
1536574059.433496,985,515,0,Normal
1536574454.700247,485,6701315013723816937,0,Normal
1536575104.312239,489,1151795665096736768,1,DoS
1536574980.145552,249,268527127781965824,1,Fuzzing
1536574528.106081,455,63,0,Normal
1536574144.502808,209,18014948248583936,0,Normal
1536574561.762385,249,141018963332038656,0,Normal
1536575337.265683,810,795507765206180164,1,Fuzzing
1536575007.058748,485,6629316449833844952,1,Replay
1536574609.301993,197,17522122468192466260,0,Normal
1536575301.042253,241,30790624739328,1,Fuzzing
1536575089.431865,197,7177913022521560336,1,Replay
1536575078.876354,647,8519680,1,Replay
1536574735.691918,453,3257276457635415488,0,Normal
1508687545.143986,710,281474976710640,1,Replay
1508687524.261512,710,281474976710640,1,DoS
1536575028.937845,497,12540836112500785266,1,Fuzzing
1536575155.069859,489,21392158364205056,1,Fuzzing
1536574375.587523,723,217580156997337088,0,Normal
1536574146.356054,241,57178903805952,0,Normal
1536574973.55287,1020,5227871560972401787,1,Fuzzing
1536574976.948315,453,3171708434053857280,1,Fuzzing
1508687307.396541,502,2170878186685333502,0,Normal
1508687507.059623,535,18035324005447168,1,Fuzzing
1508687346.663005,695,3774873089,0,Normal
1536575016.097689,451,511447840920189953,1,Fuzzing
1536574724.967662,456,9511320942324628479,0,Normal
1536575054.523615,451,477951803292385280,1,Fuzzing
1536574084.363825,311,576920902262597640,0,Normal
1536574533.058,241,57178903805952,0,Normal
1536574500.067035,209,54044294989806848,0,Normal
1536574464.708499,209,54044294989806848,0,Normal
1508687458.225828,390,12046455602743018,0,Normal
1536575289.966221,562,0,1,DoS
1536574691.712105,1009,53043911274203770,0,Normal
1536574420.863798,485,6629339677016981773,0,Normal
1536575016.233107,201,9232758624462311445,1,Replay
1536574598.362746,209,18014948248583936,0,Normal
1536575263.095564,456,4899634923897306112,1,DoS
1536573975.760565,197,11542256871568771595,0,Normal
1536575338.571124,241,11252885618688,1,DoS
1536575218.288334,840,10318133275,1,Fuzzing
1508687498.458277,502,2170875931827503102,1,Fuzzing
1536575204.615791,481,136416,1,DoS
1508687315.13128,144,0,0,Normal
1536574561.684382,241,4299161600,0,Normal
1536575072.126007,501,17077649851816083722,1,Fuzzing
1536574807.184557,532,4476461926442,0,Normal
1508687464.856612,502,2170878178095398910,0,Normal
1536574352.809103,485,6701337897527673564,0,Normal
1536574976.772819,501,17077649851816083748,1,DoS
1536574823.142759,209,0,0,Normal
1536575052.54384,456,4899634923897306112,1,Fuzzing
1508687503.879422,914,405504,1,DoS
1536575072.31249,389,7167,1,DoS
1536574648.71158,840,20367851547,0,Normal
1536575346.08099,500,0,1,Fuzzing
1536574097.835023,197,16324678359505844904,0,Normal
1536575186.918995,499,12647424,1,Fuzzing
1536574182.712817,481,69872,0,Normal
1508687515.198573,0,0,1,DoS
1536575253.235614,209,54044294989806848,1,Replay
